Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0077,11/29/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor under front hand wash sink is soiled. Clean area in order to help prevent pests.
09FOOD-0077,11/29/2016,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",Pipe under 3 compartment sink has a leak. Repair.
13FOOD-0034,11/29/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There was no paper towels or hand soap at the bar hand sink. Soap and towels were provided.
09FOOD-0335,11/29/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The surface under the espresso machine is soiled. Routinely clean all surfaces.
09FOOD-0077,11/29/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food items (raw chicken and bread crumbs) found uncovered in storage. Ensure all food containers are covered.
09FOOD-0077,11/29/2016,(2) FOOD: Original Container; properly labeled.,Spray bottle improperly labeled. Provide a correct label for the liquid.
09FOOD-0335,11/29/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The front ice scoop handle is in contact with the ice. Store the scoop in another container or with the handle sticking out of the ice.
09FOOD-0119,11/30/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards and tables. Please assure wiping cloths are stored in sanitizing solution when not in use.
13FOOD-0064,11/30/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The interior of the drawer cooler currently not in use in the cook line is soiled. Routinely clean all surfaces. The crumb tray to the grill top is soiled. Routinely clean all surfaces.
09FOOD-0372,11/28/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Many surfaces of coolers |  walk ins and table tops are dirty |  Please routinely clean non food contact surfaces.
09FOOD-0119,11/30/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed seeds etc in grooves of shelving. Please clean in hard to reach areas of shelving and assure food scraps and seeds are cleaned up.
09FOOD-0119,11/30/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Microwave by pastry prep area is dirty. Please clean inside of microwave.
09FOOD-0334,11/30/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Employees have food handlers certificate. At least one full time employee requires a Food Service Sanitation Manager Certificate.
09FOOD-0325,11/30/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer observed in the prep cooler.  Provide a conspicuous thermometer for inside of cooler
09FOOD-0252,11/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizing solution when not in use
13FOOD-0060,11/30/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food debris buildup on dish machine. Clean surface.
09FOOD-0325,11/30/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,cutting boards are soiled and have deep gashes.  Please replace or resurface
09FOOD-0372,11/28/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please provide conspicuous thermometer in walk in
08FOOD-0189,11/30/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting boards are stained and worn. Replace cutting boards soon.
13FOOD-0064,11/30/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor panels in the walk in cooler are in disrepair. Repair the floor.
09FOOD-0119,11/30/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Observed eggs stored on top shelves. Please store on lowest shelf to prevent contamination. 2. Observed turkeys uncovered on upper shelves in walk ins. Please assure turkeys and all food items placed in refrigeration are covered and stored on lower shelves.
09FOOD-0119,11/30/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia / Chlorine / IodineObserved multiple wiping buckets with no sanitizer please assure sanitizing buckets have sanitizer and check concentration levels routinely.
08FOOD-0189,11/30/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths are sitting on the counters. Store wiping cloths in sanitizer buckets between use.
09FOOD-0372,11/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizer when not in use
09FOOD-0334,11/30/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Soda dispenser nozzles are soiled. Wash |  rinse and sanitize all nozzles.
09FOOD-0340,11/30/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards and tables.  Please store in sanitizer when not in use
09FOOD-0119,11/30/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Observed cutting boards at sandwich prep with deep grooves and soiled. Please resurface or replace.
09FOOD-0334,11/30/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food items are stored without covers. Ensure all food is covered while in storage.
09FOOD-0119,11/30/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors throughout kitchen are getting more soiled. Please thoroughly clean floors perhaps using a degreaser.
13FOOD-0060,11/30/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Lid to sugar bin was found open. Ensure containers are kept closed in order to avoid cross contamination.
09FOOD-0119,11/30/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed ceiling vents and returns in front house of store dusty. Please clean the vents.
09FOOD-0372,11/28/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Cooling food in pot resting on ground.  Food must be covered and placed in cooler immediately after food prep.  Please place in cooler or discard and do not store on ground.
09FOOD-0270,11/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizing solution when not in using
09FOOD-0372,11/28/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,observed dispensing utensil without handle in ingredients.  Do not use dishes/bowls to dispense ingredients. Provide a food grade dispenser with handle and store in ingredient with handle out of food
09FOOD-0340,11/30/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Observed thermometer not conspicuous in reach in cooler.  Please provide or properly display thermometer.
09FOOD-0389,11/30/2016,(38) LIGHTING: Provided as required; fixtures shielded.,Light bulb in dry storage closet is missing a Shield. Provide a light shield.
09FOOD-0087,12/01/2016,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic utensils on the cook line are being stored improperly. Store with the handles all facing the same way.
09FOOD-0087,12/01/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the flat top grill is heavily soiled. Clean on a routinely basis. The shelf for the cash register is heavily soiled. Clean on a routine basis.
09FOOD-0087,12/01/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The lid to the deep freezer in the basement is heavily damaged. Replace the lid.
15FOOD-0029,12/01/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There is no hand soap or paper towels at the bar hand sink. Maintain a supply of both at each hand sink.
15FOOD-0029,12/01/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The ice scoop holder in the basement is soiled. The scoops and holder were washed and sanitized.
09FOOD-0087,12/01/2016,(38) LIGHTING: Provided as required; fixtures shielded.,The light shields in the soda room are not shielded. Install a shield or shatter proof bulb.
09FOOD-0087,12/01/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The basement near the garage door is very cluttered. Remove items and organize so all areas of the floor can be cleaned.
09FOOD-0214,12/01/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on tables. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0087,12/01/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Tylenol is being stored above a food prep table. Store all medicines and chemicals in a designated area away from food. The bottle was moved.
09FOOD-0093,12/01/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Observed soiled cutting boards with deeper grooves. Please replace or resurface cutting boards
09FOOD-0087,12/01/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",There are holes in the ceiling in the basement near the 3-compartment sink. Repair the ceiling.
09FOOD-0087,12/01/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. No certified food manager is on site during operation. One must be on site whenever potentially hazardous food is being handled. Enroll staff in a FSSMC course to ensure each shift has at least one. http://www.cityofevanston.org/health/food-service-manager-certification/
15FOOD-0029,12/01/2016,(2) FOOD: Original Container; properly labeled.,Bulk food containers are not labeled. Any product that cannot be easily recognized must be labeled.
09FOOD-0093,12/01/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed cracked and loose tile in the kitchen floors. Please repair broken and missing or loose tiles.
09FOOD-0087,12/01/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the front counter is soiled. Routinely clean all floors.
09FOOD-0214,12/01/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Continue repair work on wall behind dishwasher
09FOOD-0087,12/01/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.195 dozen eggs are being stored on a table in the basement at 61 F. The eggs were delivered yesterday and left out in the basement because the coolers were too full. Order less eggs at a time to ensure there is enough cooler space. The eggs were discarded. Sausage is sitting out at room temperature on the cook line at 72 F. The sausage must be kept above 135 F |  below 41F |  or time stamped when it is taken out and discard what remains after 4 hours. The sausage was discarded.
